"file","name","high","medium","low","info"
"src/multi_lp.rs","lp_balance_of","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/multi_lp.rs","lp_total_supply","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/multi_lp.rs","lp_register","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/multi_lp.rs","lp_transfer","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/multi_lp.rs","lp_transfer_call","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/multi_lp.rs","lp_metadata","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/lib.rs","create_pair","u64 with too large integer type in public function args, use near_sdk::json_types instead; u64 with too large integer type in public function return value, use near_sdk::json_types instead;",,,
"src/lib.rs","add_liquidity","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/lib.rs","remove_liquidity","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/lib.rs","withdraw_near","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/lib.rs","withdraw_nfts","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_protocol_fee_multiplier","u128 with too large integer type in public function return value, use near_sdk::json_types instead;",,,
"src/view.rs","get_buy_nft_quote","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_sell_nft_quote","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_all_held_ids","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_pool_info","u64 with too large integer type in public function args, use near_sdk::json_types instead; PairInfo with too large integer type in public function return value, use near_sdk::json_types instead;",,,
"src/view.rs","get_pool_count","u64 with too large integer type in public function return value, use near_sdk::json_types instead;",,,
"src/view.rs","get_buy_info","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_sell_info","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
"src/view.rs","get_metadata","MetaData with too large integer type in public function return value, use near_sdk::json_types instead;",,,
"src/view.rs","get_nft_asset_id","u64 with too large integer type in public function args, use near_sdk::json_types instead;",,,
,,,,"No upgrade function found",
